"segment","country","acquisition_channel","cohort_month","total_players","churned_players","active_players","churn_rate_pct","avg_days_before_churn"
"Low","Germany","Affiliate","2023-11-01","37","34","3","91.89","155.7"
"Low","Germany","Email","2023-11-01","7","6","1","85.71","127.7"
"Low","Germany","Organic","2023-11-01","19","18","1","94.74","149.0"
"Low","Germany","Paid Search","2023-11-01","23","20","3","86.96","162.1"
"Low","Germany","Referral","2023-11-01","14","14","0","100.00","142.1"
"Low","Germany","Social","2023-11-01","17","15","2","88.24","136.6"
"Low","Ireland","Affiliate","2023-11-01","11","11","0","100.00","204.2"
"Low","Ireland","Email","2023-11-01","8","8","0","100.00","111.0"
"Low","Ireland","Organic","2023-11-01","11","11","0","100.00","193.2"
"Low","Ireland","Paid Search","2023-11-01","6","5","1","83.33","222.4"
"Low","Ireland","Referral","2023-11-01","1","0","1","0.00",NULL
"Low","Ireland","Social","2023-11-01","4","3","1","75.00","225.0"
"Low","Malta","Affiliate","2023-11-01","6","5","1","83.33","158.2"
"Low","Malta","Email","2023-11-01","3","3","0","100.00","192.7"
"Low","Malta","Organic","2023-11-01","7","6","1","85.71","125.8"
"Low","Malta","Paid Search","2023-11-01","4","4","0","100.00","152.3"
"Low","Malta","Referral","2023-11-01","1","1","0","100.00","66.0"
"Low","Malta","Social","2023-11-01","5","4","1","80.00","210.0"
"Low","Netherlands","Affiliate","2023-11-01","12","12","0","100.00","138.6"
"Low","Netherlands","Email","2023-11-01","4","4","0","100.00","146.5"
"Low","Netherlands","Organic","2023-11-01","8","8","0","100.00","146.9"
"Low","Netherlands","Paid Search","2023-11-01","8","7","1","87.50","191.0"
"Low","Netherlands","Referral","2023-11-01","3","3","0","100.00","177.0"
"Low","Netherlands","Social","2023-11-01","3","3","0","100.00","154.7"
"Low","New Zealand","Affiliate","2023-11-01","7","7","0","100.00","121.6"
"Low","New Zealand","Email","2023-11-01","6","6","0","100.00","170.3"
"Low","New Zealand","Organic","2023-11-01","7","6","1","85.71","119.7"
"Low","New Zealand","Paid Search","2023-11-01","4","4","0","100.00","89.3"
"Low","New Zealand","Referral","2023-11-01","2","2","0","100.00","164.5"
"Low","New Zealand","Social","2023-11-01","2","2","0","100.00","235.0"
"Low","Norway","Affiliate","2023-11-01","11","11","0","100.00","194.2"
"Low","Norway","Email","2023-11-01","6","5","1","83.33","183.8"
"Low","Norway","Organic","2023-11-01","8","7","1","87.50","113.9"
"Low","Norway","Paid Search","2023-11-01","10","9","1","90.00","166.1"
"Low","Norway","Referral","2023-11-01","1","1","0","100.00","96.0"
"Low","Norway","Social","2023-11-01","5","5","0","100.00","259.8"
"Low","Sweden","Affiliate","2023-11-01","22","21","1","95.45","182.9"
"Low","Sweden","Email","2023-11-01","7","7","0","100.00","136.6"
"Low","Sweden","Organic","2023-11-01","9","9","0","100.00","142.7"
"Low","Sweden","Paid Search","2023-11-01","10","10","0","100.00","132.6"
"Low","Sweden","Referral","2023-11-01","6","6","0","100.00","165.2"
"Low","Sweden","Social","2023-11-01","4","3","1","75.00","192.3"
"Low","UK","Affiliate","2023-11-01","36","33","3","91.67","137.1"
"Low","UK","Email","2023-11-01","7","4","3","57.14","199.0"
"Low","UK","Organic","2023-11-01","14","12","2","85.71","115.2"
"Low","UK","Paid Search","2023-11-01","18","16","2","88.89","126.5"
"Low","UK","Referral","2023-11-01","6","4","2","66.67","195.5"
"Low","UK","Social","2023-11-01","10","9","1","90.00","131.0"
"Mid","Australia","Affiliate","2023-11-01","14","10","4","71.43","228.3"
"Mid","Australia","Email","2023-11-01","8","6","2","75.00","173.7"
"Mid","Australia","Organic","2023-11-01","17","11","6","64.71","303.9"
"Mid","Australia","Paid Search","2023-11-01","10","5","5","50.00","194.4"
"Mid","Australia","Referral","2023-11-01","2","1","1","50.00","91.0"
"Mid","Australia","Social","2023-11-01","4","4","0","100.00","94.0"
"Mid","Austria","Affiliate","2023-11-01","11","8","3","72.73","173.4"
"Mid","Austria","Email","2023-11-01","2","1","1","50.00","111.0"
"Mid","Austria","Organic","2023-11-01","10","9","1","90.00","219.4"
"Mid","Austria","Paid Search","2023-11-01","12","11","1","91.67","207.5"
"Mid","Austria","Referral","2023-11-01","3","3","0","100.00","234.0"
"Mid","Austria","Social","2023-11-01","3","3","0","100.00","206.7"
"Mid","Canada","Affiliate","2023-11-01","22","20","2","90.91","178.0"
"Mid","Canada","Email","2023-11-01","4","3","1","75.00","184.0"
"Mid","Canada","Organic","2023-11-01","13","10","3","76.92","209.5"
"Mid","Canada","Paid Search","2023-11-01","15","11","4","73.33","152.8"
"Mid","Canada","Referral","2023-11-01","3","1","2","33.33","102.0"
"Mid","Canada","Social","2023-11-01","7","6","1","85.71","212.7"
"Mid","Finland","Affiliate","2023-11-01","11","8","3","72.73","173.4"
"Mid","Finland","Email","2023-11-01","8","5","3","62.50","249.2"
"Mid","Finland","Organic","2023-11-01","8","4","4","50.00","222.3"
"Mid","Finland","Paid Search","2023-11-01","14","11","3","78.57","225.9"
"Mid","Finland","Referral","2023-11-01","5","4","1","80.00","282.0"
"Mid","Finland","Social","2023-11-01","6","3","3","50.00","159.0"
"Mid","Germany","Affiliate","2023-11-01","33","27","6","81.82","143.0"
"Mid","Germany","Email","2023-11-01","20","16","4","80.00","151.0"
"Mid","Germany","Organic","2023-11-01","25","15","10","60.00","157.4"
"Mid","Germany","Paid Search","2023-11-01","30","22","8","73.33","187.5"
"Mid","Germany","Referral","2023-11-01","11","8","3","72.73","217.3"
"Mid","Germany","Social","2023-11-01","12","10","2","83.33","156.3"
"Mid","Ireland","Affiliate","2023-11-01","12","8","4","66.67","188.5"
"Mid","Ireland","Email","2023-11-01","8","5","3","62.50","203.6"
"Mid","Ireland","Organic","2023-11-01","10","9","1","90.00","177.7"
"Mid","Ireland","Paid Search","2023-11-01","9","9","0","100.00","181.0"
"Mid","Ireland","Referral","2023-11-01","2","2","0","100.00","229.5"
"Mid","Ireland","Social","2023-11-01","4","2","2","50.00","73.5"
"Mid","Malta","Affiliate","2023-11-01","7","7","0","100.00","143.1"
"Mid","Malta","Email","2023-11-01","8","7","1","87.50","149.7"
"Mid","Malta","Organic","2023-11-01","11","9","2","81.82","186.3"
"Mid","Malta","Paid Search","2023-11-01","5","5","0","100.00","148.0"
"Mid","Malta","Referral","2023-11-01","4","3","1","75.00","113.3"
"Mid","Malta","Social","2023-11-01","1","1","0","100.00","390.0"
"Mid","Netherlands","Affiliate","2023-11-01","9","8","1","88.89","209.4"
"Mid","Netherlands","Email","2023-11-01","4","1","3","25.00","46.0"
"Mid","Netherlands","Organic","2023-11-01","5","4","1","80.00","221.8"
"Mid","Netherlands","Paid Search","2023-11-01","10","5","5","50.00","100.8"
"Mid","Netherlands","Referral","2023-11-01","2","0","2","0.00",NULL
"Mid","Netherlands","Social","2023-11-01","3","1","2","33.33","309.0"
"Mid","New Zealand","Affiliate","2023-11-01","13","9","4","69.23","158.0"
"Mid","New Zealand","Email","2023-11-01","1","1","0","100.00","176.0"
"Mid","New Zealand","Organic","2023-11-01","6","5","1","83.33","196.2"
"Mid","New Zealand","Paid Search","2023-11-01","3","2","1","66.67","206.0"
"Mid","New Zealand","Referral","2023-11-01","2","2","0","100.00","188.5"
"Mid","New Zealand","Social","2023-11-01","2","2","0","100.00","290.0"
"Mid","Norway","Affiliate","2023-11-01","11","8","3","72.73","166.6"
"Mid","Norway","Email","2023-11-01","1","1","0","100.00","125.0"
"Mid","Norway","Organic","2023-11-01","8","6","2","75.00","86.5"
"Mid","Norway","Paid Search","2023-11-01","12","8","4","66.67","179.8"
"Mid","Norway","Referral","2023-11-01","3","3","0","100.00","230.0"
"Mid","Norway","Social","2023-11-01","11","8","3","72.73","127.8"
"Mid","Sweden","Affiliate","2023-11-01","15","11","4","73.33","205.7"
"Mid","Sweden","Email","2023-11-01","16","13","3","81.25","186.2"
"Mid","Sweden","Organic","2023-11-01","8","6","2","75.00","128.2"
"Mid","Sweden","Paid Search","2023-11-01","22","20","2","90.91","220.1"
"Mid","Sweden","Referral","2023-11-01","9","7","2","77.78","185.6"
"Mid","Sweden","Social","2023-11-01","11","8","3","72.73","157.9"
"Mid","UK","Affiliate","2023-11-01","33","25","8","75.76","172.9"
"Mid","UK","Email","2023-11-01","14","11","3","78.57","148.0"
"Mid","UK","Organic","2023-11-01","32","18","14","56.25","162.0"
"Mid","UK","Paid Search","2023-11-01","25","16","9","64.00","216.3"
"Mid","UK","Referral","2023-11-01","7","4","3","57.14","166.8"
"Mid","UK","Social","2023-11-01","17","15","2","88.24","156.2"
"VIP","Australia","Email","2023-11-01","1","1","0","100.00","199.0"
"VIP","Australia","Organic","2023-11-01","1","0","1","0.00",NULL
"VIP","Australia","Paid Search","2023-11-01","2","1","1","50.00","222.0"
"VIP","Austria","Affiliate","2023-11-01","2","1","1","50.00","319.0"
"VIP","Austria","Email","2023-11-01","1","1","0","100.00","95.0"
"VIP","Austria","Organic","2023-11-01","2","1","1","50.00","211.0"
"VIP","Austria","Paid Search","2023-11-01","3","0","3","0.00",NULL
"VIP","Austria","Referral","2023-11-01","3","1","2","33.33","225.0"
"VIP","Austria","Social","2023-11-01","1","1","0","100.00","62.0"
"VIP","Canada","Affiliate","2023-11-01","2","0","2","0.00",NULL
"VIP","Canada","Organic","2023-11-01","2","1","1","50.00","39.0"
"VIP","Canada","Paid Search","2023-11-01","4","1","3","25.00","393.0"
"VIP","Finland","Affiliate","2023-11-01","8","2","6","25.00","147.0"
"VIP","Finland","Organic","2023-11-01","3","2","1","66.67","345.5"
"VIP","Finland","Referral","2023-11-01","1","0","1","0.00",NULL
"VIP","Finland","Social","2023-11-01","2","0","2","0.00",NULL
"VIP","Germany","Affiliate","2023-11-01","3","1","2","33.33","373.0"
"VIP","Germany","Email","2023-11-01","5","0","5","0.00",NULL
"VIP","Germany","Organic","2023-11-01","1","1","0","100.00","344.0"
"VIP","Germany","Paid Search","2023-11-01","7","3","4","42.86","196.0"
"VIP","Germany","Referral","2023-11-01","4","0","4","0.00",NULL
"VIP","Germany","Social","2023-11-01","2","1","1","50.00","182.0"
"VIP","Ireland","Affiliate","2023-11-01","3","1","2","33.33","399.0"
"VIP","Ireland","Social","2023-11-01","2","0","2","0.00",NULL
"VIP","Malta","Affiliate","2023-11-01","1","0","1","0.00",NULL
"VIP","Malta","Organic","2023-11-01","2","2","0","100.00","349.5"
"VIP","Malta","Paid Search","2023-11-01","2","1","1","50.00","326.0"
"VIP","Netherlands","Affiliate","2023-11-01","4","1","3","25.00","285.0"
"VIP","Netherlands","Organic","2023-11-01","3","1","2","33.33","75.0"
"VIP","Netherlands","Social","2023-11-01","1","0","1","0.00",NULL
"VIP","New Zealand","Email","2023-11-01","1","1","0","100.00","30.0"
"VIP","New Zealand","Organic","2023-11-01","2","2","0","100.00","187.0"
"VIP","New Zealand","Paid Search","2023-11-01","1","0","1","0.00",NULL
"VIP","Norway","Affiliate","2023-11-01","4","3","1","75.00","364.7"
"VIP","Norway","Organic","2023-11-01","1","0","1","0.00",NULL
"VIP","Sweden","Affiliate","2023-11-01","2","0","2","0.00",NULL
"VIP","Sweden","Email","2023-11-01","2","0","2","0.00",NULL
"VIP","Sweden","Organic","2023-11-01","2","1","1","50.00","142.0"
"VIP","Sweden","Paid Search","2023-11-01","5","3","2","60.00","160.3"
"VIP","Sweden","Social","2023-11-01","1","0","1","0.00",NULL
"VIP","UK","Affiliate","2023-11-01","4","2","2","50.00","300.0"
"VIP","UK","Email","2023-11-01","6","1","5","16.67","81.0"
"VIP","UK","Organic","2023-11-01","3","1","2","33.33","290.0"
"VIP","UK","Paid Search","2023-11-01","5","1","4","20.00","152.0"
"VIP","UK","Referral","2023-11-01","2","1","1","50.00","194.0"
"Dormant","Australia","Affiliate","2023-12-01","4","4","0","100.00","160.3"
"Dormant","Australia","Email","2023-12-01","4","4","0","100.00","81.8"
"Dormant","Australia","Organic","2023-12-01","5","5","0","100.00","112.6"
"Dormant","Australia","Paid Search","2023-12-01","1","1","0","100.00","75.0"
"Dormant","Australia","Referral","2023-12-01","1","1","0","100.00","47.0"
"Dormant","Australia","Social","2023-12-01","3","3","0","100.00","68.0"
"Dormant","Austria","Affiliate","2023-12-01","4","4","0","100.00","101.3"
"Dormant","Austria","Email","2023-12-01","4","4","0","100.00","68.3"
"Dormant","Austria","Organic","2023-12-01","3","2","1","66.67","121.0"
"Dormant","Austria","Paid Search","2023-12-01","6","6","0","100.00","116.7"
"Dormant","Austria","Referral","2023-12-01","5","5","0","100.00","101.4"
"Dormant","Austria","Social","2023-12-01","1","1","0","100.00","109.0"
"Dormant","Canada","Affiliate","2023-12-01","6","6","0","100.00","54.2"
"Dormant","Canada","Organic","2023-12-01","6","6","0","100.00","107.0"
"Dormant","Canada","Paid Search","2023-12-01","2","2","0","100.00","70.0"
"Dormant","Canada","Referral","2023-12-01","2","2","0","100.00","53.0"
"Dormant","Canada","Social","2023-12-01","1","1","0","100.00","82.0"
"Dormant","Finland","Affiliate","2023-12-01","9","9","0","100.00","80.7"
"Dormant","Finland","Email","2023-12-01","2","2","0","100.00","45.5"
"Dormant","Finland","Organic","2023-12-01","6","6","0","100.00","76.0"
"Dormant","Finland","Paid Search","2023-12-01","2","2","0","100.00","89.0"
"Dormant","Finland","Referral","2023-12-01","4","4","0","100.00","161.8"
"Dormant","Finland","Social","2023-12-01","3","3","0","100.00","58.3"
"Dormant","Germany","Affiliate","2023-12-01","22","22","0","100.00","98.1"
"Dormant","Germany","Email","2023-12-01","6","6","0","100.00","104.8"
"Dormant","Germany","Organic","2023-12-01","6","6","0","100.00","58.0"
"Dormant","Germany","Paid Search","2023-12-01","14","14","0","100.00","73.6"
"Dormant","Germany","Social","2023-12-01","8","8","0","100.00","68.6"
"Dormant","Ireland","Affiliate","2023-12-01","10","10","0","100.00","74.2"
"Dormant","Ireland","Email","2023-12-01","3","3","0","100.00","149.3"
"Dormant","Ireland","Organic","2023-12-01","2","2","0","100.00","124.0"
"Dormant","Ireland","Paid Search","2023-12-01","6","6","0","100.00","106.2"
"Dormant","Ireland","Referral","2023-12-01","5","5","0","100.00","78.0"
"Dormant","Ireland","Social","2023-12-01","2","2","0","100.00","122.0"
"Dormant","Malta","Affiliate","2023-12-01","6","6","0","100.00","74.8"
"Dormant","Malta","Email","2023-12-01","2","2","0","100.00","85.0"
"Dormant","Malta","Organic","2023-12-01","7","7","0","100.00","75.9"
"Dormant","Malta","Paid Search","2023-12-01","6","6","0","100.00","134.2"
"Dormant","Malta","Social","2023-12-01","4","4","0","100.00","63.5"
"Dormant","Netherlands","Affiliate","2023-12-01","9","9","0","100.00","95.2"
"Dormant","Netherlands","Email","2023-12-01","2","2","0","100.00","44.5"
"Dormant","Netherlands","Organic","2023-12-01","4","4","0","100.00","91.0"
"Dormant","Netherlands","Paid Search","2023-12-01","5","5","0","100.00","69.6"
"Dormant","Netherlands","Social","2023-12-01","2","2","0","100.00","124.0"
"Dormant","New Zealand","Affiliate","2023-12-01","3","3","0","100.00","45.3"
"Dormant","New Zealand","Email","2023-12-01","3","3","0","100.00","181.7"
"Dormant","New Zealand","Paid Search","2023-12-01","4","4","0","100.00","117.3"
"Dormant","New Zealand","Social","2023-12-01","1","1","0","100.00","74.0"
"Dormant","Norway","Affiliate","2023-12-01","13","13","0","100.00","90.0"
"Dormant","Norway","Email","2023-12-01","3","3","0","100.00","133.0"
"Dormant","Norway","Organic","2023-12-01","3","3","0","100.00","69.0"
"Dormant","Norway","Paid Search","2023-12-01","12","12","0","100.00","73.6"
"Dormant","Norway","Referral","2023-12-01","1","1","0","100.00","159.0"
"Dormant","Norway","Social","2023-12-01","1","1","0","100.00","36.0"
"Dormant","Sweden","Affiliate","2023-12-01","12","12","0","100.00","73.8"
"Dormant","Sweden","Email","2023-12-01","6","6","0","100.00","157.5"
"Dormant","Sweden","Organic","2023-12-01","9","9","0","100.00","92.2"
"Dormant","Sweden","Paid Search","2023-12-01","7","6","1","85.71","56.7"
"Dormant","Sweden","Referral","2023-12-01","3","3","0","100.00","56.7"
"Dormant","Sweden","Social","2023-12-01","4","4","0","100.00","84.0"
"Dormant","UK","Affiliate","2023-12-01","10","10","0","100.00","84.4"
"Dormant","UK","Email","2023-12-01","3","3","0","100.00","75.7"
"Dormant","UK","Organic","2023-12-01","7","7","0","100.00","99.4"
"Dormant","UK","Paid Search","2023-12-01","14","14","0","100.00","63.0"
"Dormant","UK","Social","2023-12-01","1","1","0","100.00","73.0"
"High","Australia","Affiliate","2023-12-01","3","2","1","66.67","165.0"
"High","Australia","Email","2023-12-01","3","3","0","100.00","252.7"
"High","Australia","Organic","2023-12-01","5","3","2","60.00","296.7"
"High","Australia","Paid Search","2023-12-01","4","2","2","50.00","116.5"
"High","Australia","Referral","2023-12-01","1","0","1","0.00",NULL
"High","Australia","Social","2023-12-01","2","2","0","100.00","343.0"
"High","Austria","Affiliate","2023-12-01","6","4","2","66.67","200.5"
"High","Austria","Email","2023-12-01","2","1","1","50.00","359.0"
"High","Austria","Organic","2023-12-01","6","3","3","50.00","256.7"
"High","Austria","Paid Search","2023-12-01","4","2","2","50.00","284.5"
"High","Canada","Affiliate","2023-12-01","9","7","2","77.78","226.9"
"High","Canada","Email","2023-12-01","6","3","3","50.00","285.3"
"High","Canada","Organic","2023-12-01","2","1","1","50.00","311.0"
"High","Canada","Paid Search","2023-12-01","6","3","3","50.00","180.3"
"High","Canada","Referral","2023-12-01","1","0","1","0.00",NULL
"High","Canada","Social","2023-12-01","5","2","3","40.00","252.5"
"High","Finland","Affiliate","2023-12-01","5","1","4","20.00","319.0"
"High","Finland","Email","2023-12-01","4","2","2","50.00","291.0"
"High","Finland","Organic","2023-12-01","7","4","3","57.14","147.3"
"High","Finland","Paid Search","2023-12-01","6","3","3","50.00","188.7"
"High","Finland","Referral","2023-12-01","3","1","2","33.33","75.0"
"High","Finland","Social","2023-12-01","4","2","2","50.00","275.0"
"High","Germany","Affiliate","2023-12-01","17","4","13","23.53","243.5"
"High","Germany","Email","2023-12-01","4","3","1","75.00","164.0"
"High","Germany","Organic","2023-12-01","13","7","6","53.85","253.0"
"High","Germany","Paid Search","2023-12-01","15","6","9","40.00","119.3"
